"Time (s)","Angular velocity x (rad/s)","Angular velocity y (rad/s)","Angular velocity z (rad/s)"
9.400000000E0,-4.876247937E-1,-2.796319134E-3,1.557949232E-2
9.500000000E0,-5.696501550E-1,1.850896951E-2,1.797633729E-2
9.600000000E0,-6.327670726E-1,2.703108496E-2,1.278317318E-2
9.700000000E0,-6.736465952E-1,3.648530680E-2,2.263686918E-2
9.800000000E0,-6.579339448E-1,2.729740107E-2,1.424791178E-2
9.900000000E0,-6.344981273E-1,5.099953468E-2,1.704423091E-2
1.000000000E1,-5.811017477E-1,3.502056820E-2,1.584580843E-2
1.010000000E1,-5.193164106E-1,6.271744343E-2,1.677791480E-2
1.020000000E1,-4.451473745E-1,5.033374441E-2,1.478054399E-2
1.030000000E1,-3.320961867E-1,5.073321857E-2,1.531317621E-2
1.040000000E1,-2.576608345E-1,3.036003631E-2,3.328951350E-3
1.050000000E1,-1.673796739E-1,-1.864212756E-2,2.370213361E-2
1.060000000E1,-1.085238140E-1,1.837581145E-2,1.344896345E-2
1.070000000E1,-6.364954981E-2,2.583266248E-2,1.744370507E-2
1.080000000E1,-3.488741015E-2,5.060006052E-3,1.238369902E-2
1.090000000E1,-3.981425815E-2,6.205165316E-2,1.158475070E-2
1.100000000E1,-3.954794204E-2,2.330265945E-2,1.544633426E-2
1.110000000E1,-7.723167132E-2,2.063949837E-2,1.771002118E-2
1.120000000E1,-1.271659416E-1,2.663161080E-2,2.010686615E-2
1.130000000E1,-1.930791783E-1,2.050634032E-2,1.571265037E-2
1.140000000E1,-2.998719376E-1,7.736482937E-2,1.012001210E-2
1.150000000E1,-3.657851743E-1,2.543318831E-2,1.637844064E-2
1.160000000E1,-4.388889460E-1,1.304948929E-2,2.370213361E-2
1.170000000E1,-5.273058938E-1,2.609897858E-2,2.263686918E-3
1.180000000E1,-6.125270484E-1,3.435477793E-2,1.557949232E-2
1.190000000E1,-6.563360482E-1,1.158475070E-2,2.796319134E-3
1.200000000E1,-6.484797230E-1,2.530003026E-2,1.744370507E-2
1.210000000E1,-6.528739388E-1,1.637844064E-2,1.198422486E-2
1.220000000E1,-6.185191608E-1,3.328951350E-2,1.411475372E-2
1.230000000E1,-5.516738177E-1,3.834951955E-2,9.587379888E-3
1.240000000E1,-4.902879548E-1,8.415589013E-2,-7.723167132E-3
1.250000000E1,-3.889546757E-1,2.556634637E-2,2.543318831E-2
1.260000000E1,-2.984071990E-1,2.157160475E-2,5.858954376E-3
1.270000000E1,-2.167813119E-1,3.928162593E-2,2.050634032E-2
1.280000000E1,-1.237038322E-1,3.941478398E-2,2.623213664E-2
1.290000000E1,-8.215851932E-2,4.207794506E-2,1.411475372E-2
1.300000000E1,-3.808320344E-2,3.155845880E-2,2.103897253E-2
1.310000000E1,-3.368898766E-2,2.303634334E-2,1.371527956E-2
1.320000000E1,-3.701793901E-2,2.183792086E-2,1.611212453E-2
1.330000000E1,-5.193164106E-2,1.930791783E-2,1.810949534E-2
1.340000000E1,-9.361011196E-2,1.265001513E-2,1.424791178E-2
1.350000000E1,-1.391501664E-1,-7.190534916E-3,1.731054702E-2
1.360000000E1,-2.451439774E-1,2.343581750E-2,9.853695996E-3
1.370000000E1,-3.283677612E-1,3.102582658E-2,2.530003026E-2
1.380000000E1,-4.118578610E-1,2.237055307E-2,2.157160475E-2
1.390000000E1,-5.093295566E-1,1.970739199E-2,1.238369902E-2
1.400000000E1,-5.772401641E-1,2.343581750E-2,2.050634032E-2
1.410000000E1,-6.239786410E-1,2.490055610E-2,1.744370507E-2
1.420000000E1,-6.612628962E-1,2.769687523E-2,1.078580237E-2
1.430000000E1,-6.613960542E-1,2.596582053E-2,2.370213361E-2
1.440000000E1,-6.246444313E-1,2.743055912E-2,1.824265340E-2
1.450000000E1,-5.841643829E-1,1.291633124E-2,5.992112430E-3
1.460000000E1,-5.205148331E-1,4.114583869E-2,2.037318226E-2
1.470000000E1,-4.379568396E-1,3.701793901E-2,1.198422486E-2
1.480000000E1,-3.375556669E-1,1.557949232E-2,1.105211848E-2
1.490000000E1,-2.664492661E-1,8.375641597E-2,7.456851024E-3
1.500000000E1,-1.820270598E-1,1.371527956E-2,1.398159567E-2
1.510000000E1,-1.106543429E-1,2.103897253E-2,1.704423091E-2
1.520000000E1,-6.910903003E-2,2.809634939E-2,1.424791178E-2
1.530000000E1,-4.194478701E-2,3.928162593E-2,8.122641294E-3
1.540000000E1,-3.914846788E-2,2.902845577E-2,1.398159567E-2
1.550000000E1,-5.073321857E-2,2.876213966E-2,2.663161080E-2
1.560000000E1,-8.122641294E-2,1.571265037E-2,2.290318529E-2
1.570000000E1,-1.392833245E-1,9.720537942E-3,1.890844367E-2
1.580000000E1,-1.962749716E-1,1.198422486E-2,1.957423394E-2
1.590000000E1,-2.826945486E-1,3.142530074E-2,9.321063780E-3
1.600000000E1,-3.448793599E-1,2.183792086E-2,1.704423091E-2
1.610000000E1,-4.592621282E-1,2.756371718E-2,8.921589618E-3
1.620000000E1,-5.406216992E-1,3.968110009E-2,8.655273510E-3
1.630000000E1,-6.087986229E-1,1.664475675E-2,1.691107286E-2
1.640000000E1,-6.355633917E-1,7.376956192E-2,2.103897253E-2
1.650000000E1,-6.548713096E-1,3.142530074E-2,3.728425512E-3
1.660000000E1,-6.259760119E-1,2.809634939E-2,1.544633426E-2
1.670000000E1,-6.195844253E-1,5.432848603E-2,1.797633729E-2
1.680000000E1,-5.221127297E-1,4.527373836E-3,5.326322160E-3
1.690000000E1,-4.589958121E-1,2.383529167E-2,1.411475372E-2
1.700000000E1,-3.717772868E-1,3.555320042E-2,7.190534916E-3
1.710000000E1,-2.806971778E-1,7.456851024E-3,1.145159264E-2
1.720000000E1,-2.300971173E-1,4.087952258E-2,2.010686615E-2
1.730000000E1,-1.434112242E-1,1.984055005E-2,2.024002421E-2
1.740000000E1,-1.166464553E-1,4.234426117E-2,9.321063780E-3
1.750000000E1,-6.245112733E-2,2.862898161E-2,2.250371113E-2
1.760000000E1,-4.087952258E-2,2.636529469E-2,1.824265340E-2
1.770000000E1,-4.434163198E-2,3.661846485E-2,2.103897253E-2
1.780000000E1,-9.068063477E-2,4.913532193E-2,1.970739199E-2
1.790000000E1,-1.174454036E-1,2.277002723E-2,1.371527956E-2
1.800000000E1,-1.667138836E-1,2.769687523E-2,1.624528259E-2
1.810000000E1,-2.444781871E-1,2.277002723E-2,1.544633426E-2
1.820000000E1,-3.292998675E-1,2.330265945E-2,3.049319437E-2
1.830000000E1,-4.134557577E-1,4.261057728E-2,5.060006052E-3
1.840000000E1,-4.896221646E-1,9.321063780E-3,1.145159264E-2
1.850000000E1,-5.628590943E-1,2.210423696E-2,1.624528259E-2
1.860000000E1,-6.149238934E-1,2.530003026E-2,1.850896951E-2
1.870000000E1,-6.456834038E-1,2.902845577E-2,1.198422486E-2
1.880000000E1,-6.362291820E-1,1.171790875E-2,1.544633426E-2
1.890000000E1,-6.135923128E-1,3.715109707E-2,1.065264432E-2
1.900000000E1,-5.625927782E-1,3.728425512E-2,9.986854050E-3
1.910000000E1,-4.990763864E-1,2.277002723E-2,2.063949837E-2
1.920000000E1,-4.297010403E-1,3.968110009E-2,1.584580843E-2
1.930000000E1,-3.323625028E-1,3.568635847E-2,1.131843459E-2
1.940000000E1,-2.533997768E-1,2.183792086E-2,2.183792086E-2
1.950000000E1,-1.840244306E-1,3.994741620E-2,2.356897556E-2
1.960000000E1,-1.447428047E-1,5.366269576E-2,1.025317016E-2
1.970000000E1,-7.590009078E-2,3.115898464E-2,1.451422789E-2
1.980000000E1,-4.434163198E-2,2.503371415E-2,1.837581145E-2
1.990000000E1,-4.753742528E-2,3.874899371E-2,1.491370205E-2
2.000000000E1,-5.925533403E-2,1.478054399E-2,9.853695996E-3
2.010000000E1,-9.920275023E-2,3.262372323E-2,1.984055005E-2
2.020000000E1,-1.460743852E-1,9.054747672E-3,2.503371415E-2
2.030000000E1,-2.147839411E-1,3.408846182E-2,2.689792691E-2
2.040000000E1,-2.917492963E-1,1.810949534E-2,1.890844367E-2
2.050000000E1,-3.687146515E-1,3.328951350E-2,7.856325186E-3
2.060000000E1,-4.617921313E-1,4.554005447E-2,1.531317621E-2
2.070000000E1,-5.238437844E-1,2.783003329E-2,1.438106983E-2
2.080000000E1,-5.973470302E-1,2.556634637E-2,1.185106681E-2
2.090000000E1,-6.226470605E-1,4.261057728E-2,1.744370507E-2
2.100000000E1,-6.482134069E-1,3.289003934E-2,1.025317016E-2
2.110000000E1,-6.137254709E-1,-1.225054097E-2,1.491370205E-2
2.120000000E1,-5.837649087E-1,2.063949837E-2,1.611212453E-2
2.130000000E1,-5.291701066E-1,2.822950745E-2,8.655273510E-3
2.140000000E1,-4.447479004E-1,7.856325186E-3,2.649845275E-2
2.150000000E1,-3.736414995E-1,1.518001816E-2,1.957423394E-2
2.160000000E1,-2.868224483E-1,1.717738897E-2,1.797633729E-2
2.170000000E1,-2.206428955E-1,3.062635242E-2,2.942792993E-2
2.180000000E1,-1.588575584E-1,3.648530680E-2,1.012001210E-2
2.190000000E1,-1.055943368E-1,2.756371718E-2,6.258428538E-3
2.200000000E1,-7.283745554E-2,5.459480214E-3,1.531317621E-2
2.210000000E1,-5.219795717E-2,3.701793901E-2,2.037318226E-2
2.220000000E1,-5.273058938E-2,3.488741015E-2,1.997370810E-2
2.230000000E1,-8.575378678E-2,3.502056820E-2,1.731054702E-2
2.240000000E1,-1.338238443E-1,3.475425209E-2,2.423476583E-2
2.250000000E1,-2.004028713E-1,4.740426722E-2,2.063949837E-2
2.260000000E1,-2.545981992E-1,2.822950745E-2,1.957423394E-2
2.270000000E1,-3.194461715E-1,2.929477188E-3,1.424791178E-2
2.280000000E1,-4.070641711E-1,2.969424604E-2,1.850896951E-2
2.290000000E1,-4.889563743E-1,3.448793599E-2,1.118527654E-2
2.300000000E1,-5.641906748E-1,4.221110312E-2,1.890844367E-2
2.310000000E1,-6.286391729E-1,7.363640386E-2,1.970739199E-2
2.320000000E1,-6.330333887E-1,2.623213664E-2,1.051948627E-2
2.330000000E1,-6.467486683E-1,2.383529167E-2,1.118527654E-2
2.340000000E1,-6.064017779E-1,7.110640084E-2,1.451422789E-2
2.350000000E1,-5.633917265E-1,2.969424604E-2,1.118527654E-2
2.360000000E1,-4.982774381E-1,2.703108496E-2,1.744370507E-2
2.370000000E1,-4.261057728E-1,2.130528864E-2,1.944107588E-2
2.380000000E1,-3.400856699E-1,2.996056215E-2,1.797633729E-2
2.390000000E1,-2.660497919E-1,2.303634334E-2,1.251685708E-2
2.400000000E1,-1.920139139E-1,2.729740107E-2,1.824265340E-2
2.410000000E1,-1.326254218E-1,3.621899069E-2,1.451422789E-2
2.420000000E1,-9.986854050E-2,4.087952258E-2,9.054747672E-3
2.430000000E1,-6.990797835E-2,2.343581750E-2,1.944107588E-2
2.440000000E1,-4.460794809E-2,-2.436792388E-2,1.731054702E-2
2.450000000E1,-7.616640689E-2,2.263686918E-2,2.037318226E-2
2.460000000E1,-1.061269690E-1,2.077265642E-2,1.704423091E-2
2.470000000E1,-1.580586101E-1,1.944107588E-2,2.250371113E-2
2.480000000E1,-2.274339562E-1,6.711165922E-2,1.584580843E-2
2.490000000E1,-2.749713815E-1,1.131843459E-2,7.190534916E-3
2.500000000E1,-3.565972686E-1,2.516687221E-2,1.731054702E-2
2.510000000E1,-4.438157940E-1,1.930791783E-2,1.145159264E-2
2.520000000E1,-5.075985018E-1,1.171790875E-2,1.837581145E-2
2.530000000E1,-5.680522584E-1,3.834951955E-2,1.531317621E-2
2.540000000E1,-6.082659907E-1,2.290318529E-2,2.024002421E-2
2.550000000E1,-6.247775894E-1,3.102582658E-2,1.518001816E-2
2.560000000E1,-6.068012521E-1,-4.660531890E-3,1.850896951E-2
2.570000000E1,-5.921538661E-1,3.049319437E-2,1.438106983E-2
2.580000000E1,-5.139900884E-1,-3.954794204E-2,2.063949837E-2
2.590000000E1,-4.664526632E-1,2.796319134E-2,1.784317924E-2
2.600000000E1,-3.922836271E-1,4.141215479E-2,1.597896648E-2
2.610000000E1,-3.111903722E-1,-4.527373836E-3,2.450108194E-2
2.620000000E1,-2.039981387E-1,-1.744370507E-2,1.890844367E-2
2.630000000E1,-1.828260081E-1,2.356897556E-2,2.050634032E-2
2.640000000E1,-1.245027805E-1,2.197107891E-2,1.411475372E-2
2.650000000E1,-9.800432774E-2,6.165217900E-2,1.384843762E-2
2.660000000E1,-4.767058333E-2,-6.657902700E-3,1.930791783E-2
2.670000000E1,-7.456851024E-2,2.303634334E-2,1.091896043E-2
2.680000000E1,-9.187905726E-2,3.395530377E-2,1.877528561E-2
2.690000000E1,-1.249022547E-1,7.323692970E-3,3.075951047E-2
2.700000000E1,-1.765675796E-1,5.313006355E-2,2.849582356E-2
2.710000000E1,-2.491387190E-1,2.916161383E-2,1.131843459E-2
2.720000000E1,-2.957440379E-1,6.364954981E-2,3.009372020E-2
2.730000000E1,-3.964115268E-1,2.210423696E-2,1.864212756E-2
2.740000000E1,-4.736431981E-1,3.542004236E-2,1.384843762E-2
2.750000000E1,-5.289037905E-1,6.391586592E-3,1.318264735E-2
2.760000000E1,-5.512743436E-1,1.611212453E-2,7.456851024E-3
2.770000000E1,-6.097307293E-1,2.583266248E-2,1.624528259E-2
2.780000000E1,-6.205165316E-1,3.848267761E-2,1.318264735E-2
2.790000000E1,-5.825664862E-1,-3.861583566E-3,1.970739199E-2
2.800000000E1,-5.492769728E-1,2.649845275E-2,9.321063780E-3
2.810000000E1,-5.038700763E-1,3.102582658E-2,9.986854050E-3
2.820000000E1,-4.246410342E-1,3.462109404E-2,1.664475675E-2
2.830000000E1,-3.651193841E-1,2.436792388E-2,1.797633729E-2
2.840000000E1,-2.898850836E-1,2.303634334E-2,1.984055005E-2
2.850000000E1,-2.346244911E-1,5.792375349E-2,1.251685708E-2
2.860000000E1,-1.592570326E-1,2.463423999E-2,2.290318529E-2
2.870000000E1,-1.095890784E-1,2.756371718E-2,2.037318226E-2
2.880000000E1,-8.748484148E-2,2.942792993E-2,1.531317621E-2
2.890000000E1,-8.721852537E-2,1.597896648E-3,2.796319134E-3
2.900000000E1,-8.322378375E-2,2.530003026E-2,8.655273510E-3
2.910000000E1,-1.087901301E-1,2.942792993E-2,1.664475675E-2
2.920000000E1,-1.486043883E-1,1.704423091E-2,2.010686615E-2
2.930000000E1,-2.234392146E-1,2.942792993E-2,2.463423999E-2
2.940000000E1,-2.743055912E-1,3.981425815E-2,1.411475372E-2
2.950000000E1,-3.347593478E-1,2.596582053E-2,1.771002118E-2
2.960000000E1,-4.203799765E-1,2.370213361E-2,1.478054399E-2
2.970000000E1,-4.796353105E-1,7.456851024E-3,7.323692970E-3
2.980000000E1,-5.523396080E-1,3.914846788E-2,9.587379888E-3
2.990000000E1,-5.989449269E-1,7.283745554E-2,1.358212151E-2
3.000000000E1,-6.199838994E-1,2.902845577E-2,1.731054702E-2
3.010000000E1,-6.242449572E-1,4.354268366E-2,1.677791480E-2
3.020000000E1,-5.769738480E-1,4.394215782E-3,1.637844064E-2
3.030000000E1,-5.407548573E-1,3.954794204E-2,2.250371113E-2
3.040000000E1,-4.833637360E-1,2.569950442E-2,1.957423394E-2
3.050000000E1,-4.083957516E-1,2.503371415E-2,1.957423394E-2
3.060000000E1,-3.285009192E-1,-2.876213966E-2,1.451422789E-2
3.070000000E1,-2.643187372E-1,3.328951350E-2,1.957423394E-2
3.080000000E1,-2.059955095E-1,2.010686615E-2,1.877528561E-2
3.090000000E1,-1.440770144E-1,2.157160475E-2,2.024002421E-2
3.100000000E1,-1.027980177E-1,9.321063780E-3,1.717738897E-2
3.110000000E1,-8.375641597E-2,1.877528561E-2,1.371527956E-2
3.120000000E1,-8.628641899E-2,-4.261057728E-3,2.130528864E-2
3.130000000E1,-1.010669630E-1,3.262372323E-2,4.926847998E-3
3.140000000E1,-1.263669932E-1,2.170476280E-2,1.078580237E-2
3.150000000E1,-1.683117803E-1,3.621899069E-2,1.478054399E-2
3.160000000E1,-2.049302451E-1,-1.265001513E-2,1.384843762E-2
3.170000000E1,-2.886866611E-1,1.824265340E-2,1.864212756E-2
3.180000000E1,-3.608583263E-1,1.970739199E-2,1.624528259E-2
3.190000000E1,-4.251736664E-1,7.590009078E-3,1.651159870E-2
3.200000000E1,-4.941495384E-1,6.684534311E-2,1.025317016E-2
3.210000000E1,-5.573996140E-1,2.902845577E-2,1.398159567E-2
3.220000000E1,-5.988117688E-1,2.996056215E-2,9.321063780E-3
3.230000000E1,-6.058691457E-1,1.744370507E-2,1.451422789E-2
3.240000000E1,-5.950833433E-1,4.514058031E-2,1.691107286E-2
3.250000000E1,-5.748433191E-1,2.303634334E-2,1.424791178E-2
3.260000000E1,-5.203816750E-1,3.382214572E-2,1.651159870E-2
3.270000000E1,-4.511394870E-1,-6.391586592E-3,2.157160475E-2
3.280000000E1,-3.821636150E-1,2.623213664E-2,1.850896951E-2
3.290000000E1,-3.106577400E-1,-2.396844972E-3,1.637844064E-2
3.300000000E1,-2.444781871E-1,1.930791783E-2,1.997370810E-2
3.310000000E1,-1.962749716E-1,2.170476280E-2,1.704423091E-2
3.320000000E1,-1.410143792E-1,4.394215782E-3,2.516687221E-2
3.330000000E1,-9.081379283E-2,2.370213361E-2,1.225054097E-2
3.340000000E1,-8.775115759E-2,3.302319739E-2,6.391586592E-3
3.350000000E1,-8.269115153E-2,2.849582356E-2,1.930791783E-2
3.360000000E1,-1.090564462E-1,2.982740410E-2,1.691107286E-2
3.370000000E1,-1.153148748E-1,-4.127899674E-3,2.303634334E-2
3.380000000E1,-1.858886434E-1,3.155845880E-2,1.584580843E-2
3.390000000E1,-2.436792388E-1,3.781688734E-2,1.358212151E-2
3.400000000E1,-3.099919497E-1,1.398159567E-2,2.063949837E-2
3.410000000E1,-3.832288794E-1,3.621899069E-2,8.388957402E-3
3.420000000E1,-4.468784292E-1,-9.321063780E-4,1.225054097E-2
3.430000000E1,-5.190500945E-1,3.755057123E-2,1.078580237E-2
3.440000000E1,-5.657885714E-1,2.530003026E-2,1.611212453E-2
3.450000000E1,-5.898901792E-1,1.797633729E-2,8.522115456E-3
3.460000000E1,-6.219812702E-1,6.245112733E-2,2.223739502E-2
3.470000000E1,-5.944175531E-1,2.370213361E-2,1.611212453E-2
3.480000000E1,-5.615275137E-1,1.984055005E-2,1.291633124E-2
3.490000000E1,-5.093295566E-1,1.997370810E-2,1.717738897E-2
3.500000000E1,-4.580637058E-1,4.127899674E-2,1.797633729E-2
3.510000000E1,-3.744404478E-1,2.423476583E-2,1.424791178E-2
3.520000000E1,-3.018693084E-1,2.356897556E-2,9.454221834E-3
3.530000000E1,-2.199771052E-1,-9.321063780E-4,1.464738594E-2
3.540000000E1,-1.769670538E-1,3.129214269E-2,9.720537942E-3
3.550000000E1,-1.394164825E-1,2.916161383E-2,1.438106983E-2
3.560000000E1,-1.018659113E-1,3.049319437E-2,2.103897253E-2
3.570000000E1,-9.147958310E-2,2.157160475E-2,1.731054702E-2
3.580000000E1,-1.046622304E-1,3.302319739E-2,1.611212453E-2
3.590000000E1,-1.159806650E-1,-3.728425512E-3,2.197107891E-2
3.600000000E1,-1.556617651E-1,2.929477188E-2,1.637844064E-2
3.610000000E1,-2.006691874E-1,3.142530074E-2,1.251685708E-2
3.620000000E1,-2.619218922E-1,3.342267155E-2,2.037318226E-2
3.630000000E1,-3.235740712E-1,-5.326322160E-4,1.158475070E-2
3.640000000E1,-3.946804721E-1,2.370213361E-2,6.791060754E-3
3.650000000E1,-4.751079367E-1,4.194478701E-2,2.090581448E-2
3.660000000E1,-5.206479911E-1,2.676476885E-2,1.877528561E-2
3.670000000E1,-5.984122947E-1,6.032059846E-2,1.624528259E-2
3.680000000E1,-5.897570212E-1,3.289003934E-2,1.970739199E-2
3.690000000E1,-6.000101913E-1,2.303634334E-2,1.597896648E-2
3.700000000E1,-5.910886017E-1,5.779059544E-2,1.864212756E-3
3.710000000E1,-5.460811795E-1,2.263686918E-2,1.890844367E-2
3.720000000E1,-4.816326813E-1,-1.624528259E-2,2.050634032E-2
3.730000000E1,-4.267715631E-1,2.902845577E-2,6.391586592E-3
3.740000000E1,-3.607251683E-1,2.343581750E-2,1.278317318E-2
3.750000000E1,-2.940129832E-1,3.795004539E-2,1.451422789E-2
3.760000000E1,-2.446113452E-1,4.940163803E-2,1.571265037E-2
3.770000000E1,-1.692438866E-1,2.143844669E-2,2.277002723E-2
3.780000000E1,-1.472728077E-1,1.597896648E-2,9.321063780E-3
3.790000000E1,-9.773801164E-2,-5.060006052E-3,2.024002421E-2
3.800000000E1,-1.029311757E-1,2.410160777E-2,1.904160172E-2
3.810000000E1,-1.145159264E-1,2.836266550E-2,1.731054702E-2
3.820000000E1,-1.261006771E-1,3.222424907E-2,2.223739502E-2
3.830000000E1,-1.653823031E-1,-1.850896951E-2,2.463423999E-2
3.840000000E1,-2.234392146E-1,2.290318529E-2,1.531317621E-2
