"run","average.angular.velocity.x","sd.angular.velocity.x","average.angular.velocity.y","sd.angular.velocity.y","average.angular.velocity.z","sd.angular.velocity.z","precession_time_x","precession_time_error_x","avg_rotational_period_disc","rp_error","angular_frequency_disc","angular_frequency_error","precession_frequency","delta_precession_frequency","T_precession","delta_T_precession"
"data_run1",-0.319990627110836,0.193392922556601,0.0266104838306143,0.0181018605152492,0.016064443484198,0.00486744941747369,19.6355292150581,11.8671362818709,0.284,0.03,22.1238919266887,14.683997819514,0.319409914525506,0.212124801150584,19.671228166206,13.063950658335
"data_run2",-0.508086132643352,0.185827012451531,0.0264760674231612,0.0100123076535526,0.00914475051620451,0.00554926303614426,12.3663782644311,4.52286921465311,0.492,0.03,12.7707018438609,4.8927247675438,0.55334393643151,0.212378900584374,11.3549365837449,4.35813747849667
"data_run3",0.11730430012572,0.0384834655291796,0.0257425821535715,0.0404843474668921,0.0206033130756822,0.00634064429539515,53.563128550664,17.5722016073181,0.2,0.03,31.4159265358979,29.6088132032681,0.132947578465525,0.125467305391734,47.260622417496,44.6015114701546
"data_run4",0.216864260049414,0.122568979663343,0.0247740135396382,0.012502664363691,0.0208420343144943,0.0105691141731103,28.9728944075336,16.375119185688,0.392,0.03,16.0285339468867,7.70741701459498,0.260577253792429,0.125941109392826,24.1125624579061,11.6539829246629
"data_run5",0.236497124968249,0.169947405720007,0.0243202922462688,0.0159533627612593,0.0256076622069605,0.00676911220735801,26.5677027068432,19.0916153909888,0.484,0.03,12.9817878247512,5.05580445380576,0.32173313988657,0.126275976914014,19.5291828171471,7.66494443014813
"data_run6",-0.19445831528885,0.0705152336918214,0.0244769470384357,0.034492985699979,0.0120749387842768,0.00678537240469308,32.3112194911619,11.7168205941855,0.15,0.03,41.8879020478639,52.6378901391432,0.168702419643753,0.212033173402288,37.2441919946834,46.8102605529478
