"Time (s)","Angular velocity x (rad/s)","Angular velocity y (rad/s)","Angular velocity z (rad/s)"
8.900000000E0,1.384843762E-2,1.824265340E-2,2.756371718E-2
9.000000000E0,-4.127899674E-2,6.604639478E-2,1.291633124E-2
9.100000000E0,-1.431449080E-1,5.499427630E-2,1.012001210E-2
9.200000000E0,-2.237055307E-1,3.275688128E-2,1.012001210E-2
9.300000000E0,-3.290335514E-1,2.876213966E-2,1.065264432E-2
9.400000000E0,-3.834951955E-1,9.733853747E-2,2.663161080E-4
9.500000000E0,-3.878894113E-1,3.861583566E-2,7.057376862E-3
9.600000000E0,-2.857571839E-1,-5.898901792E-2,1.145159264E-2
9.700000000E0,-2.585929409E-1,4.434163198E-2,1.012001210E-2
9.800000000E0,-1.624528259E-1,6.524744646E-2,9.853695996E-3
9.900000000E0,-5.499427630E-2,-2.223739502E-2,2.356897556E-2
1.000000000E1,0.000000000E0,2.969424604E-2,1.424791178E-2
1.010000000E1,-1.691107286E-2,-4.261057728E-2,2.663161080E-2
1.020000000E1,-4.354268366E-2,6.271744343E-2,1.597896648E-2
1.030000000E1,-1.163801392E-1,5.858954376E-2,9.587379888E-3
1.040000000E1,-1.893507528E-1,3.368898766E-2,1.731054702E-2
1.050000000E1,-2.711097979E-1,2.050634032E-2,7.723167132E-3
1.060000000E1,-3.639209616E-1,5.566006657E-2,1.118527654E-2
1.070000000E1,-3.719104448E-1,4.314320950E-2,5.193164106E-3
1.080000000E1,-3.567304267E-1,7.297061359E-2,5.326322160E-3
1.090000000E1,-2.644518952E-1,4.141215479E-2,1.131843459E-2
1.100000000E1,-2.127865703E-1,-2.263686918E-3,1.664475675E-2
1.110000000E1,-1.093227623E-1,4.833637360E-2,1.957423394E-2
1.120000000E1,-4.221110312E-2,-4.207794506E-2,1.930791783E-2
1.130000000E1,1.438106983E-2,-4.394215782E-3,1.118527654E-2
1.140000000E1,-3.328951350E-3,-2.263686918E-2,2.556634637E-2
1.150000000E1,-8.588694483E-2,5.512743436E-2,1.251685708E-2
1.160000000E1,-1.600559809E-1,3.701793901E-2,1.398159567E-2
1.170000000E1,-2.693787432E-1,6.711165922E-2,5.725796322E-3
1.180000000E1,-3.178482749E-1,5.539375046E-2,8.122641294E-3
1.190000000E1,-3.462109404E-1,-3.249056518E-2,7.723167132E-3
1.200000000E1,-3.479419951E-1,3.581951653E-2,3.861583566E-3
1.210000000E1,-3.348925058E-1,1.202417228E-1,3.195793296E-3
1.220000000E1,-2.330265945E-1,3.648530680E-2,1.424791178E-2
1.230000000E1,-1.347559506E-1,4.008057425E-2,1.597896648E-2
1.240000000E1,-6.910903003E-2,3.928162593E-2,1.957423394E-2
1.250000000E1,-6.231796927E-2,8.322378375E-2,2.130528864E-3
1.260000000E1,-1.145159264E-2,6.977482030E-2,1.091896043E-2
1.270000000E1,-7.217166527E-2,-2.157160475E-2,1.198422486E-2
1.280000000E1,-1.142496103E-1,3.462109404E-2,9.187905726E-3
1.290000000E1,-2.109223575E-1,1.291633124E-2,8.921589618E-3
1.300000000E1,-3.370230347E-1,6.205165316E-2,-1.997370810E-3
1.310000000E1,-3.468767307E-1,2.343581750E-2,1.158475070E-2
1.320000000E1,-3.137203752E-1,1.784317924E-2,2.183792086E-2
1.330000000E1,-3.273024967E-1,8.295746764E-2,8.388957402E-3
1.340000000E1,-2.916161383E-1,4.500742225E-2,4.394215782E-3
1.350000000E1,-1.834917984E-1,-2.396844972E-3,1.105211848E-2
1.360000000E1,-1.129180298E-1,6.804376559E-2,2.010686615E-2
1.370000000E1,-7.363640386E-2,4.833637360E-2,9.321063780E-3
1.380000000E1,-1.677791480E-2,-1.331580540E-3,2.237055307E-2
1.390000000E1,1.145159264E-2,-3.994741620E-4,3.142530074E-2
1.400000000E1,-8.562062872E-2,2.609897858E-2,1.478054399E-2
1.410000000E1,-1.729723121E-1,1.531317621E-2,1.012001210E-2
1.420000000E1,-2.601908375E-1,5.193164106E-3,1.438106983E-2
1.430000000E1,-3.025350987E-1,3.009372020E-2,1.171790875E-2
1.440000000E1,-3.523362109E-1,-1.944107588E-2,5.858954376E-3
1.450000000E1,-3.300988159E-1,1.664475675E-2,7.456851024E-3
1.460000000E1,-2.810966520E-1,-4.966795414E-2,7.723167132E-3
1.470000000E1,-2.169144700E-1,2.530003026E-2,1.198422486E-2
1.480000000E1,-1.263669932E-1,4.500742225E-2,1.717738897E-2
1.490000000E1,-5.446164409E-2,1.025317016E-2,1.504686010E-2
1.500000000E1,-5.033374441E-2,3.195793296E-2,1.358212151E-2
1.510000000E1,-5.659217295E-2,8.122641294E-3,1.584580843E-2
1.520000000E1,-5.219795717E-2,6.418218203E-2,2.649845275E-2
1.530000000E1,-1.338238443E-1,3.315635545E-2,2.143844669E-2
1.540000000E1,-2.130528864E-1,1.717738897E-2,6.657902700E-3
1.550000000E1,-3.018693084E-1,-3.328951350E-2,-7.190534916E-3
1.560000000E1,-3.312972384E-1,7.590009078E-3,1.012001210E-2
1.570000000E1,-3.307646061E-1,-7.989483240E-4,-1.731054702E-3
1.580000000E1,-3.081277370E-1,3.808320344E-2,1.038632821E-2
1.590000000E1,-2.605903117E-1,1.411475372E-2,1.038632821E-2
1.600000000E1,-1.804291632E-1,-1.131843459E-2,8.388957402E-3
1.610000000E1,-9.840380191E-2,1.757686313E-2,1.664475675E-2
1.620000000E1,-4.993427025E-2,-3.209109101E-2,2.729740107E-2
1.630000000E1,-2.503371415E-2,7.989483240E-4,1.411475372E-2
1.640000000E1,-4.607268668E-2,5.912217598E-2,1.704423091E-2
1.650000000E1,-1.079911818E-1,3.328951350E-2,1.810949534E-2
1.660000000E1,-1.842907467E-1,6.977482030E-2,9.587379888E-3
1.670000000E1,-2.530003026E-1,3.435477793E-2,1.065264432E-2
1.680000000E1,-2.886866611E-1,-2.410160777E-2,1.105211848E-2
1.690000000E1,-3.162503782E-1,3.648530680E-2,1.491370205E-2
1.700000000E1,-3.285009192E-1,8.122641294E-3,1.185106681E-2
1.710000000E1,-2.304965915E-1,-8.362325791E-2,1.984055005E-2
1.720000000E1,-2.439455549E-1,4.607268668E-2,3.861583566E-3
1.730000000E1,-1.496696527E-1,2.862898161E-2,1.731054702E-2
1.740000000E1,-1.151817167E-1,6.684534311E-2,1.371527956E-2
1.750000000E1,-5.885585987E-2,3.555320042E-2,1.651159870E-2
1.760000000E1,-4.846953166E-2,3.408846182E-2,6.924218808E-3
1.770000000E1,-9.347695391E-2,6.431534008E-2,9.187905726E-3
1.780000000E1,-1.569933457E-1,2.117213059E-2,3.062635242E-3
1.790000000E1,-2.138518347E-1,5.526059241E-2,1.211738291E-2
1.800000000E1,-2.741724332E-1,2.569950442E-2,1.198422486E-2
1.810000000E1,-3.201119618E-1,5.113269274E-2,4.660531890E-3
1.820000000E1,-3.298324998E-1,2.996056215E-2,9.187905726E-3
1.830000000E1,-3.055977339E-1,-1.970739199E-2,5.326322160E-4
1.840000000E1,-2.711097979E-1,2.743055912E-2,9.454221834E-3
1.850000000E1,-1.973402360E-1,9.214537337E-2,-6.657902700E-3
1.860000000E1,-1.234375161E-1,6.258428538E-2,1.544633426E-2
1.870000000E1,-7.443535219E-2,7.709851327E-2,1.837581145E-2
1.880000000E1,-6.378270787E-2,1.051948627E-2,1.091896043E-2
1.890000000E1,-6.990797835E-2,-3.222424907E-2,7.989483240E-3
1.900000000E1,-1.069259174E-1,4.154531285E-2,1.917475978E-2
1.910000000E1,-1.521996557E-1,2.729740107E-2,2.117213059E-2
1.920000000E1,-2.138518347E-1,2.822950745E-2,1.105211848E-2
1.930000000E1,-2.869556064E-1,2.490055610E-2,1.038632821E-2
1.940000000E1,-3.298324998E-1,4.141215479E-2,1.012001210E-2
1.950000000E1,-3.234409132E-1,5.046690247E-2,1.091896043E-2
1.960000000E1,-2.876213966E-1,-1.757686313E-2,6.791060754E-3
1.970000000E1,-2.567287281E-1,6.791060754E-2,1.331580540E-2
1.980000000E1,-1.830923242E-1,-5.060006052E-3,1.731054702E-2
1.990000000E1,-1.005343308E-1,4.673847695E-2,1.850896951E-2
2.000000000E1,-5.819006960E-2,4.913532193E-2,1.771002118E-2
2.010000000E1,-4.367584171E-2,2.663161080E-2,1.904160172E-2
2.020000000E1,-5.446164409E-2,-3.768372928E-2,2.290318529E-2
2.030000000E1,-1.491370205E-1,2.876213966E-2,8.122641294E-3
2.040000000E1,-1.841575887E-1,3.368898766E-2,1.278317318E-2
2.050000000E1,-2.556634637E-1,3.302319739E-2,1.025317016E-2
2.060000000E1,-2.993393054E-1,3.675162290E-2,8.522115456E-3
2.070000000E1,-3.210440682E-1,4.660531890E-3,2.436792388E-2
2.080000000E1,-3.057308920E-1,3.675162290E-2,4.926847998E-3
2.090000000E1,-2.668487402E-1,1.424791178E-1,2.796319134E-2
2.100000000E1,-2.159823636E-1,1.198422486E-2,1.331580540E-2
2.110000000E1,-1.408812211E-1,-7.190534916E-3,1.344896345E-2
2.120000000E1,-8.602010288E-2,6.924218808E-3,2.130528864E-2
2.130000000E1,-6.165217900E-2,1.904160172E-2,1.518001816E-2
2.140000000E1,-5.233111522E-2,9.001484450E-2,1.637844064E-2
2.150000000E1,-9.547432472E-2,2.090581448E-2,1.012001210E-2
2.160000000E1,-1.672465158E-1,1.624528259E-2,5.060006052E-3
2.170000000E1,-2.009355035E-1,3.235740712E-2,1.451422789E-2
2.180000000E1,-2.728408526E-1,2.010686615E-2,1.051948627E-2
2.190000000E1,-3.026682567E-1,3.129214269E-2,8.655273510E-3
2.200000000E1,-3.230414390E-1,4.700479306E-2,4.261057728E-3
2.210000000E1,-2.984071990E-1,8.708536732E-2,7.989483240E-3
2.220000000E1,-2.596582053E-1,-1.331580540E-4,1.198422486E-2
2.230000000E1,-2.284992207E-1,3.528688431E-2,1.997370810E-3
2.240000000E1,-1.343564765E-1,-9.187905726E-3,1.691107286E-2
2.250000000E1,-8.894958007E-2,1.930791783E-2,9.986854050E-3
2.260000000E1,-9.241168948E-2,4.074636452E-2,1.571265037E-2
2.270000000E1,-9.587379888E-2,2.636529469E-2,1.571265037E-2
2.280000000E1,-9.920275023E-2,-5.099953468E-2,1.997370810E-2
2.290000000E1,-1.752359991E-1,3.528688431E-2,1.251685708E-2
2.300000000E1,-1.743038927E-1,-5.659217295E-2,2.996056215E-2
2.310000000E1,-2.652508436E-1,-8.655273510E-3,1.225054097E-2
2.320000000E1,-3.051982598E-1,1.704423091E-2,9.587379888E-3
2.330000000E1,-3.324956608E-1,6.111954679E-2,7.723167132E-3
2.340000000E1,-2.829608648E-1,1.744370507E-2,1.051948627E-2
2.350000000E1,-2.360892297E-1,-9.014800256E-2,2.396844972E-3
2.360000000E1,-1.591238745E-1,-4.221110312E-2,1.557949232E-2
2.370000000E1,-1.315601574E-1,5.006742830E-2,7.590009078E-3
2.380000000E1,-9.707222137E-2,5.086637663E-2,1.957423394E-2
2.390000000E1,-8.029430656E-2,7.323692970E-3,1.518001816E-2
2.400000000E1,-7.896272602E-2,-1.225054097E-2,2.316950140E-2
2.410000000E1,-1.362206892E-1,4.780374139E-2,1.158475070E-2
2.420000000E1,-1.821602179E-1,1.637844064E-2,7.590009078E-3
2.430000000E1,-2.411492358E-1,8.508799651E-2,1.065264432E-2
2.440000000E1,-2.794987553E-1,6.431534008E-2,1.544633426E-2
2.450000000E1,-3.012035181E-1,4.993427025E-2,1.331580540E-3
2.460000000E1,-3.008040440E-1,1.344896345E-2,3.062635242E-3
2.470000000E1,-2.810966520E-1,1.864212756E-3,1.997370810E-3
2.480000000E1,-2.262355337E-1,1.744370507E-2,1.824265340E-2
2.490000000E1,-1.760349474E-1,2.729740107E-2,9.986854050E-3
2.500000000E1,-1.391501664E-1,2.716424302E-2,1.544633426E-2
2.510000000E1,-1.173122456E-1,7.869640991E-2,-1.198422486E-3
2.520000000E1,-8.349009986E-2,2.543318831E-2,1.744370507E-2
2.530000000E1,-1.121190815E-1,-6.657902700E-4,1.731054702E-2
2.540000000E1,-1.448759628E-1,2.130528864E-2,7.190534916E-3
2.550000000E1,-2.009355035E-1,1.771002118E-2,1.651159870E-2
2.560000000E1,-2.596582053E-1,2.796319134E-2,6.524744646E-3
2.570000000E1,-2.773682265E-1,2.609897858E-2,1.518001816E-2
2.580000000E1,-2.822950745E-1,-2.756371718E-2,6.791060754E-3
2.590000000E1,-2.933471930E-1,2.862898161E-2,1.038632821E-2
2.600000000E1,-2.708434818E-1,1.519333396E-1,1.464738594E-2
2.610000000E1,-2.198439472E-1,9.321063780E-4,7.456851024E-3
2.620000000E1,-1.757686313E-1,3.901530982E-2,1.091896043E-2
2.630000000E1,-1.407480631E-1,2.876213966E-2,1.238369902E-2
2.640000000E1,-9.094695088E-2,2.157160475E-2,1.944107588E-2
2.650000000E1,-1.215733033E-1,2.583266248E-2,6.791060754E-3
2.660000000E1,-1.130511878E-1,1.411475372E-2,8.655273510E-3
2.670000000E1,-1.732386283E-1,6.884271392E-2,4.660531890E-3
2.680000000E1,-2.049302451E-1,2.356897556E-2,1.158475070E-2
2.690000000E1,-2.394181811E-1,-7.723167132E-3,1.810949534E-2
2.700000000E1,-2.908171899E-1,3.981425815E-2,9.986854050E-3
2.710000000E1,-3.161172202E-1,4.154531285E-2,6.125270484E-3
2.720000000E1,-2.639192630E-1,-1.331580540E-3,7.057376862E-3
2.730000000E1,-2.511360898E-1,9.147958310E-2,5.459480214E-3
2.740000000E1,-1.956091813E-1,2.157160475E-2,1.518001816E-2
2.750000000E1,-1.797633729E-1,8.415589013E-2,8.388957402E-3
2.760000000E1,-1.261006771E-1,3.129214269E-2,1.864212756E-2
2.770000000E1,-9.973538245E-2,3.249056518E-2,1.531317621E-2
2.780000000E1,-7.656588105E-2,-3.075951047E-2,1.771002118E-2
2.790000000E1,-1.265001513E-1,1.531317621E-2,2.050634032E-2
2.800000000E1,-1.560612393E-1,-1.877528561E-2,1.131843459E-2
2.810000000E1,-2.167813119E-1,2.103897253E-2,1.291633124E-2
2.820000000E1,-2.523345123E-1,-3.222424907E-2,1.691107286E-2
2.830000000E1,-2.830940228E-1,3.861583566E-2,6.924218808E-3
2.840000000E1,-3.045324695E-1,3.249056518E-2,9.187905726E-3
2.850000000E1,-2.475408224E-1,1.544633426E-2,1.904160172E-2
2.860000000E1,-2.238386888E-1,-3.755057123E-2,1.251685708E-2
2.870000000E1,-1.721733638E-1,5.805691154E-2,8.255799348E-3
2.880000000E1,-1.251685708E-1,-2.636529469E-2,1.278317318E-2
2.890000000E1,-1.066596013E-1,1.784317924E-2,1.371527956E-2
2.900000000E1,-9.827064385E-2,6.684534311E-2,1.012001210E-2
2.910000000E1,-1.141164523E-1,4.593952863E-2,1.611212453E-2
2.920000000E1,-1.253017288E-1,2.689792691E-2,7.323692970E-3
2.930000000E1,-1.878860142E-1,6.431534008E-2,1.704423091E-2
2.940000000E1,-2.269013240E-1,1.131843459E-2,1.038632821E-2
2.950000000E1,-2.600576795E-1,6.218481122E-2,7.590009078E-3
2.960000000E1,-2.909503480E-1,2.343581750E-2,1.038632821E-2
2.970000000E1,-2.833603389E-1,7.456851024E-3,8.788431564E-3
2.980000000E1,-2.958771960E-1,4.900216387E-2,2.796319134E-3
2.990000000E1,-2.167813119E-1,-1.744370507E-2,3.861583566E-3
3.000000000E1,-2.320944881E-1,1.130511878E-1,-5.992112430E-3
3.010000000E1,-1.378185859E-1,-2.530003026E-3,1.651159870E-2
3.020000000E1,-1.038632821E-1,3.036003631E-2,2.396844972E-2
3.030000000E1,-1.095890784E-1,2.303634334E-2,1.438106983E-2
3.040000000E1,-1.199754067E-1,4.287689339E-2,3.728425512E-3
3.050000000E1,-1.516670235E-1,3.595267458E-2,9.853695996E-3
3.060000000E1,-1.748365249E-1,1.771002118E-2,1.225054097E-2
3.070000000E1,-2.274339562E-1,2.383529167E-2,1.251685708E-2
3.080000000E1,-2.556634637E-1,-2.769687523E-2,1.344896345E-2
3.090000000E1,-2.728408526E-1,3.528688431E-2,1.051948627E-2
3.100000000E1,-2.705771657E-1,4.940163803E-2,5.725796322E-3
3.110000000E1,-2.312955398E-1,2.263686918E-3,2.077265642E-2
3.120000000E1,-2.127865703E-1,3.821636150E-2,1.211738291E-2
3.130000000E1,-1.764344216E-1,-3.382214572E-2,0.000000000E0
3.140000000E1,-1.286306802E-1,6.884271392E-2,1.291633124E-2
3.150000000E1,-1.382180601E-1,6.285060149E-2,4.261057728E-3
3.160000000E1,-1.388838503E-1,4.753742528E-2,9.720537942E-3
3.170000000E1,-1.099885526E-1,4.913532193E-2,1.824265340E-2
3.180000000E1,-1.737712605E-1,-1.877528561E-2,1.331580540E-2
3.190000000E1,-1.938781266E-1,2.902845577E-2,1.864212756E-3
3.200000000E1,-2.258360596E-1,2.769687523E-2,8.522115456E-3
3.210000000E1,-2.732403268E-1,6.724481727E-2,1.411475372E-2
3.220000000E1,-2.619218922E-1,6.791060754E-2,1.238369902E-2
3.230000000E1,-2.752376976E-1,7.816377770E-2,6.657902700E-3
3.240000000E1,-2.379534425E-1,-2.263686918E-3,5.858954376E-3
3.250000000E1,-2.151834153E-1,3.502056820E-2,1.265001513E-2
3.260000000E1,-1.471396497E-1,1.021322274E-1,1.664475675E-2
3.270000000E1,-1.367533215E-1,-7.323692970E-3,2.037318226E-2
3.280000000E1,-1.251685708E-1,3.781688734E-2,5.326322160E-3
3.290000000E1,-1.178448778E-1,-1.890844367E-2,1.091896043E-2
3.300000000E1,-1.279648899E-1,2.530003026E-2,1.997370810E-2
3.310000000E1,-1.597896648E-1,4.873584776E-2,1.970739199E-2
3.320000000E1,-2.109223575E-1,9.454221834E-3,1.771002118E-2
3.330000000E1,-2.283660626E-1,6.325007565E-2,9.720537942E-3
3.340000000E1,-2.981408829E-1,9.361011196E-2,1.344896345E-2
3.350000000E1,-2.665824241E-1,1.304948929E-2,1.291633124E-2
3.360000000E1,-2.197107891E-1,-7.629956494E-2,9.321063780E-3
3.370000000E1,-2.312955398E-1,1.371527956E-2,7.989483240E-3
3.380000000E1,-2.004028713E-1,1.917475978E-2,1.078580237E-2
3.390000000E1,-2.029328743E-1,8.948221229E-2,5.592638268E-3
3.400000000E1,-1.338238443E-1,-3.874899371E-2,1.225054097E-2
3.410000000E1,-1.326254218E-1,9.321063780E-4,9.321063780E-3
3.420000000E1,-1.366201634E-1,2.463423999E-2,1.384843762E-2
3.430000000E1,-1.323591057E-1,2.450108194E-2,1.464738594E-2
3.440000000E1,-1.869539078E-1,5.645901490E-2,9.321063780E-3
3.450000000E1,-2.274339562E-1,4.846953166E-2,1.225054097E-2
3.460000000E1,-2.371544942E-1,2.929477188E-2,1.291633124E-2
3.470000000E1,-2.649845275E-1,-2.157160475E-2,2.530003026E-2
3.480000000E1,-2.637861050E-1,4.514058031E-2,6.125270484E-3
3.490000000E1,-2.250371113E-1,7.989483240E-3,9.454221834E-3
3.500000000E1,-2.374208103E-1,4.687163501E-2,8.921589618E-3
3.510000000E1,-1.992044488E-1,3.262372323E-2,1.265001513E-2
3.520000000E1,-1.593901906E-1,-5.992112430E-3,1.850896951E-2
3.530000000E1,-1.387506923E-1,3.036003631E-2,1.624528259E-2
3.540000000E1,-1.314269993E-1,6.471481424E-2,6.391586592E-3
3.550000000E1,-1.173122456E-1,1.225054097E-2,2.703108496E-2
3.560000000E1,-1.544633426E-1,4.008057425E-2,1.478054399E-2
3.570000000E1,-1.756354732E-1,5.193164106E-3,1.211738291E-2
3.580000000E1,-2.167813119E-1,2.676476885E-2,9.187905726E-3
3.590000000E1,-2.336923848E-1,1.544633426E-2,8.122641294E-3
3.600000000E1,-2.440787130E-1,2.330265945E-2,2.223739502E-2
3.610000000E1,-2.612561019E-1,4.114583869E-2,1.411475372E-2
3.620000000E1,-2.218413180E-1,-6.924218808E-3,1.318264735E-2
3.630000000E1,-2.319613301E-1,6.111954679E-2,9.853695996E-3
3.640000000E1,-1.960086555E-1,1.824265340E-2,1.504686010E-2
3.650000000E1,-1.641838806E-1,5.246427328E-2,1.012001210E-2
3.660000000E1,-1.500691269E-1,-8.122641294E-3,9.321063780E-3
3.670000000E1,-1.415470114E-1,3.621899069E-2,2.143844669E-2
3.680000000E1,-1.394164825E-1,5.326322160E-3,1.797633729E-2
3.690000000E1,-1.548628168E-1,2.703108496E-2,1.185106681E-2
3.700000000E1,-1.761681054E-1,1.611212453E-2,9.720537942E-3
3.710000000E1,-2.107891995E-1,7.456851024E-3,9.986854050E-3
3.720000000E1,-2.424808163E-1,1.624528259E-2,1.051948627E-2
3.730000000E1,-2.334260687E-1,6.657902700E-3,8.388957402E-3
3.740000000E1,-2.541987251E-1,-4.127899674E-3,1.597896648E-3
3.750000000E1,-2.370213361E-1,4.314320950E-2,9.187905726E-3
3.760000000E1,-2.150502572E-1,2.796319134E-2,1.917475978E-2
3.770000000E1,-1.716407316E-1,4.926847998E-3,1.238369902E-2
3.780000000E1,-1.523328138E-1,1.584580843E-2,1.051948627E-2
3.790000000E1,-1.506017591E-1,-5.725796322E-2,4.926847998E-3
3.800000000E1,-1.455417530E-1,2.410160777E-2,9.054747672E-3
3.810000000E1,-1.414138533E-1,-3.049319437E-2,1.438106983E-2
3.820000000E1,-1.688444125E-1,3.368898766E-2,1.704423091E-2
3.830000000E1,-1.804291632E-1,1.171790875E-2,1.185106681E-2
